Unnamed: 0,Home_wins,Home_losses,Home_OT,Away_wins,Away_losses,Away_OT,Home_goals,Home_pim,Home_shots,Home_powerPlayPercentage,Home_powerPlayGoals,Home_powerPlayOpportunities,Home_faceOffWinPercentage,Home_blocked,Home_takeaways,Home_giveaways,Home_hits,Away_goals,Away_pim,Away_shots,Away_powerPlayPercentage,Away_powerPlayGoals,Away_powerPlayOpportunities,Away_faceOffWinPercentage,Away_blocked,Away_takeaways,Away_giveaways,Away_hits,Win_Diff,Loss_Diff,OT_Diff,Goals_Diff,Shots_Diff,Blocked_Diff,PIM_Diff,PowerPlayGoals_Diff,Takeaways_Diff,Giveaways_Diff,Hits_Diff,Winner_binary
2019020653,28,9,5,19,21,3,0,0,10,0.0,0.0,0.0,0.588,4,4,4,6,0,0,13,0.0,0.0,0.0,0.41200000000000003,3,3,4,8,9,-12,2,0,-3,1,0,0.0,1,0,-2,0.0
2019020654,25,11,5,21,15,5,1,2,10,0.0,0.0,2.0,0.41200000000000003,10,1,4,9,2,6,11,0.0,0.0,0.0,0.588,3,1,0,9,4,-4,0,-1,-1,7,-4,0.0,0,4,0,1.0
2019020655,24,15,2,23,13,4,0,2,13,0.0,0.0,1.0,0.55,0,7,3,8,2,2,5,0.0,0.0,1.0,0.45,2,3,2,6,1,2,-2,-2,8,-2,0,0.0,4,1,2,1.0
2019020656,20,17,5,21,17,5,3,4,9,1.0,1.0,1.0,0.389,7,3,2,3,2,2,14,0.5,1.0,2.0,0.611,7,0,0,4,-1,0,0,1,-5,0,2,0.0,3,2,-1,1.0
2019020657,18,18,6,10,29,3,0,4,12,0.0,0.0,2.0,0.444,7,0,3,9,2,4,8,0.5,1.0,2.0,0.556,7,4,3,12,8,-11,3,-2,4,0,0,-1.0,-4,0,-3,0.0
2019020658,16,20,5,19,15,6,1,7,21,0.0,0.0,0.0,0.524,4,2,3,3,1,7,4,0.0,0.0,0.0,0.47600000000000003,6,1,6,10,-3,5,-1,0,17,-2,0,0.0,1,-3,-7,1.0
2019020659,24,14,5,22,17,5,0,4,11,0.0,0.0,0.0,0.619,7,5,5,5,1,0,17,0.0,0.0,2.0,0.381,1,1,0,11,2,-3,0,-1,-6,6,4,0.0,4,5,-6,1.0
2019020660,18,17,7,22,16,4,0,2,12,0.0,0.0,0.0,0.5,1,3,7,19,0,0,11,0.0,0.0,1.0,0.5,3,1,4,11,-4,1,3,0,1,-2,2,0.0,2,3,8,1.0
2019020661,25,12,3,25,13,4,0,2,15,0.0,0.0,1.0,0.33299999999999996,13,5,6,5,0,2,5,0.0,0.0,1.0,0.667,3,2,3,9,0,-1,-1,0,10,10,0,0.0,3,3,-4,0.0
2019020662,17,22,4,19,15,8,1,2,16,0.0,0.0,0.0,0.467,2,4,1,7,0,0,10,0.0,0.0,1.0,0.5329999999999999,6,0,4,7,-2,7,-4,1,6,-4,2,0.0,4,-3,0,1.0
2019020663,24,13,4,23,15,4,0,2,9,0.0,0.0,2.0,0.35700000000000004,4,4,1,5,1,4,7,0.0,0.0,1.0,0.643,4,1,1,7,1,-2,0,-1,2,0,-2,0.0,3,0,-2,0.0
2019020664,22,15,5,24,16,4,0,0,14,0.0,0.0,1.0,0.593,2,4,4,9,0,2,11,0.0,0.0,0.0,0.40700000000000003,5,3,2,16,-2,-1,1,0,3,-3,-2,0.0,1,2,-7,1.0
2019020665,15,20,6,26,12,3,1,0,8,0.0,0.0,0.0,0.5329999999999999,1,3,3,11,2,0,11,0.0,0.0,0.0,0.467,5,6,1,10,-11,8,3,-1,-3,-4,0,0.0,-3,2,1,1.0
2019020667,29,9,5,16,21,5,0,0,13,0.0,0.0,0.0,0.409,2,4,5,11,1,0,8,0.0,0.0,0.0,0.591,3,3,6,8,13,-12,0,-1,5,-1,0,0.0,1,-1,3,0.0
2019020668,24,16,2,22,15,5,2,2,16,0.0,0.0,0.0,0.429,1,4,7,9,2,0,8,0.0,0.0,1.0,0.5710000000000001,5,0,5,15,2,1,-3,0,8,-4,2,0.0,4,2,-6,0.0
2019020666,19,18,4,25,14,4,2,7,11,0.5,1.0,2.0,0.615,4,5,2,9,2,19,9,0.0,0.0,1.0,0.385,5,0,3,7,-6,4,0,0,2,-1,-12,1.0,5,-1,2,0.0
2019020669,10,30,3,18,18,7,0,2,12,0.0,0.0,3.0,0.45,8,1,5,6,1,6,6,0.0,0.0,1.0,0.55,6,2,2,9,-8,12,-4,-1,6,2,-4,0.0,-1,3,-3,0.0
2019020670,26,10,7,19,21,4,0,0,10,0.0,0.0,1.0,0.5,4,2,6,7,0,2,5,0.0,0.0,0.0,0.5,5,2,3,11,7,-11,3,0,5,-1,-2,0.0,0,3,-4,0.0
2019020671,19,15,7,24,8,11,0,2,8,0.0,0.0,1.0,0.47100000000000003,1,4,3,8,1,4,13,0.0,0.0,0.0,0.529,3,4,2,2,-5,7,-4,-1,-5,-2,-2,0.0,0,1,6,1.0
2019020672,19,18,6,22,17,5,1,0,14,0.0,0.0,1.0,0.556,7,6,5,3,0,2,6,0.0,0.0,0.0,0.444,5,3,4,14,-3,1,1,1,8,2,-2,0.0,3,1,-11,1.0
2019020673,24,15,6,25,12,5,0,0,13,0.0,0.0,1.0,0.409,1,4,3,13,2,2,8,0.0,0.0,0.0,0.591,5,1,1,8,-1,3,1,-2,5,-4,-2,0.0,3,2,5,1.0
2019020674,17,20,5,20,15,8,1,0,15,0.0,0.0,1.0,0.5,1,2,2,11,1,2,8,0.0,0.0,0.0,0.5,5,2,3,7,-3,5,-3,0,7,-4,-2,0.0,0,-1,4,1.0
2019020675,24,15,5,23,16,4,1,0,6,0.0,0.0,1.0,0.6,4,4,2,4,2,2,4,0.0,0.0,0.0,0.4,2,4,6,11,1,-1,1,-1,2,2,-2,0.0,0,-4,-7,1.0
2019020676,22,15,6,30,9,5,2,0,13,0.0,0.0,1.0,0.688,4,1,1,6,2,12,8,0.0,0.0,0.0,0.312,6,1,5,10,-8,6,1,0,5,-2,-12,0.0,0,-4,-4,0.0
2019020677,17,23,4,24,14,4,1,2,7,0.0,0.0,1.0,0.632,3,0,2,7,0,2,6,0.0,0.0,1.0,0.368,0,1,2,8,-7,9,0,1,1,3,0,0.0,-1,0,-1,1.0
2019020678,25,8,11,24,16,4,1,0,12,0.0,0.0,0.0,0.667,1,4,6,8,1,0,6,0.0,0.0,0.0,0.33299999999999996,3,2,3,14,1,-8,7,0,6,-2,0,0.0,2,3,-6,0.0
2019020679,18,19,7,23,17,5,1,2,14,0.0,0.0,1.0,0.565,1,3,3,4,0,2,6,0.0,0.0,1.0,0.435,4,2,7,7,-5,2,2,1,8,-3,0,0.0,1,-4,-3,1.0
2019020680,25,13,4,25,16,4,2,0,10,0.0,0.0,0.0,0.55,2,0,3,7,0,0,10,0.0,0.0,0.0,0.45,4,1,1,8,0,-3,0,2,0,-2,0,0.0,-1,2,-1,0.0
2019020681,22,16,5,23,16,4,3,4,16,0.0,0.0,1.0,0.609,5,5,8,9,1,2,13,0.0,0.0,2.0,0.391,4,2,4,11,-1,0,1,2,3,1,2,0.0,3,4,-2,0.0
2019020682,20,18,4,15,20,7,3,2,14,0.5,1.0,2.0,0.5,2,3,2,4,2,4,17,0.0,0.0,1.0,0.5,7,2,4,6,5,-2,-3,1,-3,-5,-2,1.0,1,-2,-2,0.0
2019020683,27,10,7,19,17,7,2,0,11,0.0,0.0,0.0,0.444,2,3,4,5,0,0,7,0.0,0.0,0.0,0.556,5,2,3,11,8,-7,0,2,4,-3,0,0.0,1,1,-6,0.0
2019020684,19,19,6,19,16,7,0,2,10,0.0,0.0,0.0,0.667,3,0,3,17,3,0,12,0.0,0.0,1.0,0.33299999999999996,7,7,4,16,0,3,-1,-3,-2,-4,2,0.0,-7,-1,1,1.0
2019020685,23,17,5,20,17,6,1,2,17,1.0,1.0,1.0,0.381,1,3,5,6,0,2,14,0.0,0.0,1.0,0.619,4,4,3,5,3,0,-1,1,3,-3,0,1.0,-1,2,1,0.0
2019020686,24,16,6,17,24,4,0,0,10,0.0,0.0,0.0,0.619,7,7,0,13,4,0,18,0.0,0.0,0.0,0.381,4,0,3,10,7,-8,2,-4,-8,3,0,0.0,7,-3,3,1.0
2019020687,17,21,5,25,14,4,0,2,11,0.0,0.0,0.0,0.556,2,3,4,8,1,0,6,1.0,1.0,1.0,0.444,4,1,3,6,-8,7,1,-1,5,-2,2,-1.0,2,1,2,1.0
2019020688,19,22,4,21,15,8,0,2,14,0.0,0.0,0.0,0.526,4,6,2,5,0,0,12,0.0,0.0,1.0,0.474,7,2,4,9,-2,7,-4,0,2,-3,2,0.0,4,-2,-4,0.0
2019020689,11,30,3,16,22,5,1,0,6,0.0,0.0,0.0,0.474,1,3,6,11,0,0,10,0.0,0.0,0.0,0.526,6,2,3,9,-5,8,-2,1,-4,-5,0,0.0,1,3,2,0.0
2019020690,25,16,2,25,17,4,1,2,13,0.0,0.0,1.0,0.4,3,6,4,4,0,2,11,0.0,0.0,1.0,0.6,2,2,6,6,0,-1,-2,1,2,1,0,0.0,4,-2,-2,0.0
2019020691,25,15,4,26,12,5,1,0,9,1.0,1.0,1.0,0.5,5,5,4,9,0,2,7,0.0,0.0,0.0,0.5,5,6,3,10,-1,3,-1,1,2,0,-2,1.0,-1,1,-1,1.0
2019020692,19,18,7,23,17,4,1,2,9,0.0,0.0,1.0,0.385,2,1,2,6,1,2,13,0.0,0.0,1.0,0.615,6,0,0,5,-4,1,3,0,-4,-4,0,0.0,1,2,1,1.0
2019020693,16,22,6,18,20,7,0,6,8,0.0,0.0,1.0,0.632,7,4,5,12,1,2,8,0.33299999999999996,1.0,3.0,0.368,1,2,1,8,-2,2,-1,-1,0,6,4,-1.0,2,4,4,1.0
2019020694,27,12,3,26,8,11,1,0,14,0.0,0.0,1.0,0.562,2,3,10,10,0,2,5,0.0,0.0,0.0,0.43799999999999994,7,3,7,9,1,4,-8,1,9,-5,-2,0.0,0,3,1,1.0
2019020698,28,10,7,21,18,4,2,4,9,0.0,0.0,0.0,0.5329999999999999,4,2,5,7,1,0,8,0.0,0.0,2.0,0.467,7,1,4,6,7,-8,3,1,1,-3,4,0.0,1,1,1,0.0
2019020701,24,17,6,21,16,8,0,4,7,0.0,0.0,1.0,0.429,5,4,0,8,1,2,13,0.5,1.0,2.0,0.5710000000000001,7,4,1,9,3,1,-2,-1,-6,-2,2,-1.0,0,-1,-1,1.0
2019020700,24,17,5,24,17,5,2,0,12,0.0,0.0,0.0,0.25,4,3,5,11,2,0,11,0.0,0.0,0.0,0.75,9,6,5,9,0,0,0,0,1,-5,0,0.0,-3,0,2,0.0
2019020702,20,22,4,26,14,4,1,2,9,0.0,0.0,0.0,0.684,4,7,5,6,1,0,7,1.0,1.0,1.0,0.316,4,5,1,6,-6,8,0,0,2,0,2,-1.0,2,4,0,0.0
2019020703,24,17,4,20,16,7,0,2,7,0.0,0.0,0.0,0.6,3,2,11,10,1,0,14,0.0,0.0,1.0,0.4,5,1,2,4,4,1,-3,-1,-7,-2,2,0.0,1,9,6,1.0
2019020704,20,18,6,24,17,4,0,6,3,0.0,0.0,1.0,0.28600000000000003,3,2,0,6,0,2,9,0.0,0.0,3.0,0.7140000000000001,4,2,0,3,-4,1,2,0,-6,-1,4,0.0,0,0,3,1.0
2019020705,12,30,3,19,19,7,0,6,6,0.0,0.0,1.0,0.522,3,1,7,13,3,2,12,0.33299999999999996,1.0,3.0,0.478,2,2,1,9,-7,11,-4,-3,-6,1,4,-1.0,-1,6,4,1.0
2019020706,25,18,4,27,12,5,1,4,6,0.0,0.0,2.0,0.526,8,2,4,10,1,4,2,0.5,1.0,2.0,0.474,3,1,3,8,-2,6,-1,0,4,5,0,-1.0,1,1,2,1.0
2019020707,23,16,5,24,15,6,3,2,11,0.0,0.0,0.0,0.42100000000000004,4,6,5,13,0,0,14,0.0,0.0,1.0,0.579,1,4,7,3,-1,1,-1,3,-3,3,2,0.0,2,-2,10,0.0
2019020708,16,21,7,27,13,4,0,2,10,0.0,0.0,3.0,0.43799999999999994,6,1,1,6,0,6,12,0.0,0.0,1.0,0.562,6,2,1,6,-11,8,3,0,-2,0,-4,0.0,-1,0,0,0.0
2019020709,19,20,7,25,17,5,1,0,17,0.0,0.0,1.0,0.5710000000000001,5,1,5,8,0,2,7,0.0,0.0,0.0,0.429,14,3,2,11,-6,3,2,1,10,-9,-2,0.0,-2,3,-3,0.0
2019020710,21,19,4,27,12,4,1,20,17,0.0,0.0,1.0,0.385,5,4,8,13,1,22,7,0.0,0.0,0.0,0.615,6,4,3,12,-6,7,0,0,10,-1,-2,0.0,0,5,1,0.0
2019020711,23,16,6,27,8,11,1,4,12,0.5,1.0,2.0,0.28600000000000003,4,3,4,6,2,6,14,1.0,1.0,1.0,0.7140000000000001,3,2,1,7,-4,8,-5,-1,-2,1,-2,0.0,1,3,-1,0.0
2019020712,30,11,5,27,16,2,2,0,14,0.25,1.0,4.0,0.381,4,2,4,6,0,8,6,0.0,0.0,0.0,0.619,5,2,2,8,3,-5,3,2,8,-1,-8,1.0,0,2,-2,0.0
2019020713,29,10,7,17,23,5,1,0,5,0.0,0.0,0.0,0.615,1,4,0,9,1,0,5,0.0,0.0,0.0,0.385,2,5,4,8,12,-13,2,0,0,-1,0,0.0,-1,-4,1,0.0
2019020714,20,19,7,24,18,6,0,2,13,0.0,0.0,0.0,0.5379999999999999,8,2,3,5,0,2,4,0.0,0.0,0.0,0.462,1,1,1,8,-4,1,1,0,9,7,0,0.0,1,2,-3,0.0
2019020715,24,16,6,17,21,7,3,2,16,0.5,1.0,2.0,0.583,4,6,5,6,0,4,7,0.0,0.0,1.0,0.41700000000000004,8,4,3,5,7,-5,-1,3,9,-4,-2,1.0,2,2,1,0.0
2019020716,27,14,4,18,25,4,2,0,9,0.0,0.0,0.0,0.429,5,2,0,7,2,0,11,0.0,0.0,0.0,0.5710000000000001,3,2,0,15,9,-11,0,0,-2,2,0,0.0,0,0,-8,0.0
2019020717,27,13,4,12,31,3,4,4,14,0.0,0.0,0.0,0.4,2,2,5,12,1,2,12,0.0,0.0,1.0,0.6,3,0,7,9,15,-18,1,3,2,-1,2,0.0,2,-2,3,0.0
2019020718,28,12,5,20,19,6,2,2,8,0.33299999999999996,1.0,3.0,0.609,4,2,3,7,0,6,10,0.0,0.0,1.0,0.391,1,1,2,6,8,-7,-1,2,-2,3,-4,1.0,1,1,1,0.0
2019020719,22,16,8,27,8,12,1,2,9,0.0,0.0,1.0,0.47100000000000003,5,1,2,7,0,2,7,0.0,0.0,1.0,0.529,4,2,2,11,-5,8,-4,1,2,1,0,0.0,-1,0,-4,0.0
2019020720,16,22,7,20,20,6,2,2,12,0.0,0.0,2.0,0.42100000000000004,2,1,8,8,0,4,12,0.0,0.0,1.0,0.579,6,1,4,6,-4,2,1,2,0,-4,-2,0.0,0,4,2,1.0
2019020721,24,18,4,25,17,4,2,2,10,0.0,0.0,2.0,0.579,5,5,4,7,0,4,13,0.0,0.0,1.0,0.42100000000000004,6,1,1,8,-1,1,0,2,-3,-1,-2,0.0,4,3,-1,0.0
2019020722,25,15,5,26,15,4,2,0,16,0.0,0.0,0.0,0.583,5,8,3,4,0,0,4,0.0,0.0,0.0,0.41700000000000004,6,3,4,9,-1,0,1,2,12,-1,0,0.0,5,-1,-5,1.0
2019020723,24,18,5,21,16,7,2,2,13,1.0,1.0,1.0,0.41700000000000004,5,4,2,12,2,2,12,0.0,0.0,1.0,0.583,7,1,3,7,3,2,-2,0,1,-2,0,1.0,3,-1,5,0.0
2019020724,25,18,5,21,22,4,1,0,9,0.0,0.0,1.0,0.28600000000000003,8,5,5,9,0,2,12,0.0,0.0,0.0,0.7140000000000001,6,1,1,10,4,-4,1,1,-3,2,-2,0.0,4,4,-1,0.0
2019020725,20,20,7,21,20,6,0,2,12,0.0,0.0,1.0,0.353,3,1,7,13,2,2,11,0.0,0.0,1.0,0.647,8,0,4,2,-1,0,1,-2,1,-5,0,0.0,1,3,11,1.0
2019020726,30,10,7,24,16,6,1,0,14,0.5,1.0,2.0,0.48,4,2,0,4,0,4,8,0.0,0.0,0.0,0.52,2,4,1,7,6,-6,1,1,6,2,-4,1.0,-2,-1,-3,1.0
2019020734,16,22,8,24,19,6,0,2,10,0.0,0.0,0.0,0.35,8,4,4,13,1,0,17,0.0,0.0,1.0,0.65,3,1,3,7,-8,3,2,-1,-7,5,2,0.0,3,1,6,1.0
2019020735,21,17,7,17,24,5,1,2,14,0.0,0.0,0.0,0.391,4,4,2,4,2,0,14,1.0,1.0,1.0,0.609,1,2,1,6,4,-7,2,-1,0,3,2,-1.0,2,1,-2,1.0
